829290,1
829596,1
829604,1
829650,1
829653,1
829674,3
840481,3
854529,1
854693,1
855070,2
855331,1
855610,1
855947,2
857564,1
858231,1
859878,1
859884,1
869181,1
869277,4
966515,1
966550,1
970184,1
970889,1
970910,1
971145,1
972593,2
973259,1
973597,1
984013,1
989856,1
1048590,2
1048592,4
1048600,2
1048602,8
1048603,1
1048635,1
1048643,2
1048659,1
1048665,1
1048666,8
1048670,1
1048712,2
1048718,5
1048735,1
1048741,1
1048743,2
1048751,1
1048784,1
1048792,7
1048794,2
1048825,3
1048833,1
1048834,1
1048836,14
1048840,1
1048842,2
1048846,1
1048851,3
1048857,2
1048858,8
1048861,1
1048871,1
1048873,3
1048874,1
1048878,3
1048887,1
1048892,1
1048903,6
1048904,4
1048909,1
1048910,4
1048911,1
1048918,1
1048934,4
1048947,2
1048949,1
1048955,1
1048958,2
1049084,1
1049098,1
1049099,9
1049103,5
1049106,1
1049109,2
1049112,1
1049113,2
1049114,1
1049119,3
1049122,1
1049124,2
1049135,3
1049138,5
1049165,1
1049166,5
1049167,16
1049174,1
1049175,8
1049177,6
1049193,1
1049217,1
1049219,7
1049220,1
1049223,4
1049224,22
1049225,18
1049226,24
1049229,2
1049233,31
1049235,1
1049236,1
1049244,2
1049252,1
1049277,1
1049294,2
1049303,1
1049305,2
1049331,1
1049333,3
1049341,3
1049343,8
1049391,7
1049401,1
1049402,2
1049410,8
1049412,1
1049417,1
1049425,5
1049426,1
1049427,2
1049430,1
1049444,1
1049445,9
1049448,2
1049459,2
1049461,4
1049463,12
1049464,1
1049465,7
1049470,1
1049481,1
1049482,6
1049494,1
1049502,2
1049510,10
1049511,8
1049512,1
1049516,2
1049537,17
1049564,8
1049566,1
1049574,5
1049597,1
1049598,3
1049624,5
1049631,1
1049632,1
1049634,2
1049640,3
1049642,1
1049646,2
1049656,13
1049668,1
1049672,5
1049682,40
1049683,1
1049696,4
1049701,1
1049704,1
1049747,22
1049748,6
1049753,2
1049772,1
1049773,1
1049774,4
1049781,1
1049783,1
1049785,7
1049789,1
1049790,10
1049791,1
1049820,1
1049825,1
1049866,2
1049869,7
1049884,14
1049891,1
1049895,2
1049896,11
1049910,1
1049912,2
1049917,3
1049918,1
1049926,1
1049928,2
1049950,1
1050172,1
1050179,1
1050228,1
1050229,1
1050376,2
1050388,1
1050418,2
1050420,2
1050421,2
1050428,1
1050541,1
1050547,2
1050563,2
1050589,12
1050591,1
1050599,1
1050637,2
1050640,1
1050666,1
1050670,1
1050674,3
1050676,3
1050684,1
1050687,19
1050691,1
1050695,2
1050696,4
1050697,3
1050700,3
1050701,10
1050703,2
1050706,2
1050708,6
1050710,7
1050712,12
1050713,5
1050759,2
1050761,8
1050762,1
1050766,1
1050771,1
1050772,5
1050775,25
1050776,6
1050777,2
1050782,1
1050783,5
1050787,4
1050792,1
1050808,1
1050817,1
1050823,4
1050824,93
1050825,11
1050828,7
1050829,4
1050830,5
1050831,6
1050833,4
1050834,3
1050836,4
1050838,1
1050839,8
1050840,4
1050841,2
1050844,2
1050845,4
1050849,1
1050850,1
1050862,2
1050865,2
1050866,3
1050868,13
1050871,6
1050872,14
1050875,8
1050876,1
1050877,26
1050880,1
1050881,1
1050882,4
1050887,93
1050888,12
1050889,24
1050890,22
1050895,3
1050897,2
1050898,1
1050900,1
1050902,2
1050904,3
1050905,35
1050918,5
1050919,3
1050920,7
1050921,83
1050923,2
1050925,6
1050926,1
1050934,2
1050935,1
1050936,1
1050937,1
1050940,2
1050941,4
1050942,3
1050944,1
1050946,11
1050947,2
1050950,2
1050951,78
1050953,6
1050955,9
1050957,2
1050958,1
1050961,4
1050962,4
1050965,1
1050986,1
1050989,2
1050990,1
1050999,7
1051004,1
1051006,1
1051007,1
1051015,2
1051016,10
1051031,1
1051043,4
1051052,2
1051117,2
1051132,2
1051155,3
1051185,1
1051188,4
1051190,1
1051191,1
1051192,2
1051195,1
1051197,1
1051198,3
1051209,2
1051213,6
1051217,9
1051219,1
1051221,9
1051222,7
1051223,3
1051245,2
1051337,1
1051339,1
1051348,1
1051362,1
1051369,2
1051375,1
1051384,1
1051385,19
1051393,1
1051407,2
1051415,1
1051443,3
1051449,4
1051453,1
1051455,4
1051459,6
1051460,5
1051473,1
1051474,6
1051475,5
1051478,4
1051479,4
1051485,16
1051486,4
1051487,7
1051490,1
1051496,2
1051498,7
1051500,1
1051502,1
1051508,5
1051509,1
1051512,2
1051513,2
1051516,3
1051517,5
1051519,1
1051523,2
1051524,9
1051528,6
1051529,3
1051530,1
1051532,4
1051534,6
1051535,7
1051537,1
1051538,2
1051539,1
1051540,17
1051542,2
1051543,8
1051544,10
1051545,20
1051548,14
1051549,3
1051550,4
1051553,1
1051555,4
1051560,23
1051564,1
1051571,5
1051572,8
1051573,55
1051575,8
1051580,3
1051581,1
1051606,4
1051612,3
1051614,5
1051623,2
1051685,3
1051692,1
1051706,2
1051708,9
1051709,5
1051713,6
1051714,7
1051719,2
1051721,1
1051729,3
1051730,7
1051732,1
1051734,3
1051735,2
1051736,1
1051737,3
1051758,2
1051780,8
1051790,3
1051791,1
1051793,36
1051794,5
1051798,8
1051801,6
1051805,7
1051806,2
1051810,3
1051812,2
1051815,1
1051817,2
1051819,5
1051821,2
1051827,1
1051836,9
1051841,1
1051865,5
1051873,1
1051874,2
1051913,2
1051917,1
1051921,5
1051923,2
1051928,1
1051932,7
1051933,59
1051934,2
1051937,2
1051953,1
1051956,44
1051958,2
1051960,9
1051961,1
1051964,12
1051966,2
1051969,5
1051970,1
1051982,1
1051986,3
1051997,5
1051998,2
1051999,1
1052002,7
1052003,7
1052005,16
1052008,1
1052009,599
1052010,118
1052012,8
1052013,16
1052014,7
1052015,16
1052018,12
1052020,4
1052028,3
1052030,3
1052031,3
1052034,1
1052035,1
1052039,15
1052040,68
1052041,1
1052042,48
1052044,80
1052045,8
1052046,12
1052047,29
1052049,10
1052050,12
1052051,4
1052052,109
1052054,35
1052055,346
1052056,762
1052057,24
1052062,64
1052063,29
1052065,2
1052067,4
1052068,3
1052070,49
1052071,21
1052072,25
1052073,1
1052085,1
1052090,1
1052092,5
1052093,5
1052097,1
1052098,1
1052105,2
1052110,1
1052125,2
1052131,7
1052141,4
1052167,3
1052168,8
1052169,2
1052172,17
1052173,3
1052174,24
1052175,21
1052180,3
1052182,1
1052183,1
1052184,11
1052188,18
1052189,6
1052190,6
1052193,10
1052195,7
1052199,6
1052200,23
1052201,9
1052203,6
1052205,1
1052206,1
1052209,6
1052210,11
1052212,34
1052214,6
1052215,42
1052216,3
1052217,2
1052224,17
1052225,9
1052226,3
1052227,2
1052230,3
1052231,10
1052232,1
1052235,2
1052240,1
1052242,3
1052247,3
1052259,1
1052267,2
1052306,6
1052310,1
1052311,1
1052338,4
1052339,1
1052340,1
1052341,1
1052360,1
1052364,1
1052365,1
1052408,21
1052418,1
1052423,2
1052426,1
1052462,7
1052516,1
1052521,1
1052529,2
1052615,1
1052641,1
1052674,1
1052686,7
1052687,10
1052691,21
1052692,6
1052717,2
1052765,2
1052770,1
1052787,1
1052835,1
1052897,1
1052923,1
1052984,1
1052987,3
1052989,2
1053013,1
1053021,1
1053022,11
1053026,60
1053037,1
1053054,1
1053107,1
1053129,6
1053204,1
1053219,2
1053228,6
1053279,1
1053334,1
1053367,1
1053375,4
1053379,2
1053405,19
1053409,3
1053410,5
1053411,5
1053412,5
1053501,1
1053587,1
1053590,1
1053617,1
1053681,1
1053686,1
1053734,1
1053737,3
1053821,1
1053867,1
1053890,1
1053912,1
1053941,1
1053961,1
1053971,4
1053995,5
1054000,1
1054001,9
1054007,4
1054011,1
1054371,3
1054394,1
1054404,1
1054440,1
1054451,5
1054495,1
1054521,2
1054557,1
1054572,1
1054754,1
1054780,1
1054781,1
1054783,1
1054787,6
1054788,1
1054802,3
1054803,3
1054849,1
1054924,1
1054925,1
1054985,4
1054990,2
1055009,2
1055014,2
1055214,1
1055560,1
1056078,1
1056953,2
1057004,1
1057512,1
1057529,8
1057537,1
1057555,2
1057585,2
1057588,1
1057595,1
1057723,2
1057766,2
1057991,1
1058077,1
1059254,1
1059515,37
1059523,1
1059528,1
1059533,1
1059538,3
1059539,6
1059540,1
1059592,9
1059595,4
1059598,6
1059600,1
1059603,3
1059605,2
1059607,15
1059608,1
1059610,9
1059613,1
1059614,1
1059615,6
1059616,3
1059625,2
1059626,4
1059640,3
1059642,1
1059650,1
1059652,3
1059656,2
1059667,2
1059762,1
1059768,19
1059769,8
1059770,2
1059783,31
1059785,18
1059793,1
1059795,3
1059799,1
1059898,2
1060014,1
1060130,6
1060298,2
1060310,1
1060628,2
1060662,1
1060680,1
1060689,2
1060695,2
1060873,11
1060883,1
1060885,1
1060915,2
1060916,3
1061042,2
1061191,1
1061303,1
1061321,1
1061332,54
1061367,1
1061736,1
1061774,1
1061798,3
1061805,1
1063624,1
1063702,1
1063726,1
1063729,1
1063734,1
1063735,1
1063753,1
1063954,5
1063976,1
1064085,2
1067869,1
1067874,3
1067891,1
1067900,1
1067936,1
1067939,1
1068468,1
1068480,2
1068482,1
1068514,1
1068524,2
1068525,1
1068668,1
1068672,1
1068902,2
1068908,1
1068909,1
1068964,2
1070546,1
1070563,1
1070565,2
1070573,1
1070580,1
1070652,1
1070946,1
1070948,9
1071004,1
1071166,1
1071295,1
1071480,2
1071708,2
1071753,1
1072417,1
1072689,1
1072829,1
1072978,1
1072979,1
1073017,1
1073063,2
1073099,1
1073703,1
1074678,1
1074724,1
1074726,1
1074887,1
1074915,4
1074941,4
1074953,2
1074975,1
1074980,2
1075267,1
1075342,2
1075405,1
1075457,1
1075789,1
1075846,1
1076066,1
1076579,1
1076583,1
1076800,1
1076809,2
1076813,3
1076821,1
1076972,3
1078624,1
1081842,1
1082102,1
1082104,1
1082122,1
1082220,1
1082248,2
1083486,1
1083639,1
1084753,2
1085473,1
1085485,1
1085644,1
1086346,9
1086347,2
1086486,1
1086503,1
1086803,1
1087104,1
1088434,1
1090743,1
1091718,1
1098106,1
1098111,1
1098130,1
1098163,3
1098186,2
1098259,1
1098354,2
1098355,4
1098961,1
1099132,2
1099140,1
1099198,20
1099201,1
1099202,2
1099228,1
1099421,11
1099485,1
1099505,1
1099521,12
1099522,7
1099569,1
1099591,1
1099592,1
1099605,1
1099606,2
1099661,8
1099664,4
1100323,1
1100839,1
1100873,1
1101713,1
1102846,1
1103082,1
1104974,1
1105001,1
1105291,13
1107188,1
1109006,2
1109105,1
1110026,1
1110113,1
1110272,2
1110544,1
1110690,1
1110972,3
1111009,1
1111260,2
1112792,1
1112827,11
1112944,1
1112978,1
1113308,3
1113580,2
1113613,1
1114177,1
1114178,4
1114198,2
1114200,1
1114262,1
1114283,1
1114513,1
1114518,1
1114534,1
1114541,1
1114633,1
1114696,1
1114716,1
1114721,1
1114738,3
1115609,3
1115612,1
1115740,1
1115766,1
1115885,3
1116017,1
1116019,5
1116020,2
1116027,5
1116034,12
1116124,1
1116150,1
1116151,3
1116220,54
1116283,1
1116696,1
1117745,1
1117832,1
1117860,1
1118096,5
1118098,4
1118577,1
1118580,1
1118685,1
1118824,8
1119540,1
1119559,1
1119574,1
1119662,1
1119783,2
1119784,1
1119787,22
1119815,1
1119847,2
1119883,5
1120247,1
1120331,1
1120606,1
1120633,1
1120678,1
1120742,1
1120755,1
1120762,3
1120967,2
1121224,2
1121235,2
1121237,3
1121239,3
1121240,15
1121251,4
1121253,2
1121255,1
1121256,5
1121259,49
1121260,2
1121269,3
1121270,5
1121271,2
1121272,7
1121274,1
1121280,3
1121459,1
1121460,5
1121506,2
1121509,2
1121510,1
1121514,15
1121515,7
1121517,2
1121530,3
1121531,1
1121535,3
1121536,2
1121594,2
1121595,3
1121596,7
1121597,3
1121601,8
1121602,24
1121615,80
1121616,40
1121617,6
1121618,21
1121646,1
1121652,12
1121654,40
1121655,5
1121656,25
1121657,12
1121659,6
1121660,7
1121664,16
1121681,1
1121713,2
1121728,1
1121808,1
1121910,1
1122062,1
1122070,2
1122072,1
1122075,1
1122076,3
1122088,1
1122090,1
1122104,2
1122122,1
1122240,2
1122242,2
1122268,2
1122276,1
1122284,1
1122293,1
1122295,1
1122972,1
1123043,1
1123305,1
1123968,1
1124044,4
1124108,1
1124124,1
1124199,3
1124220,1
1124338,3
1125069,1
1125396,1
1125462,10
1125463,1
1125538,1
1125541,1
1125846,1
1126464,1
1126665,1
1126911,5
1126950,1
1127026,1
1127472,3
1127474,9
1129296,1
1129300,1
1129491,1
1130800,1
1131408,1
1131441,1
1131453,1
1131462,1
1131467,7
1131490,1
1131503,1
1131696,5
1131748,1
1133307,1
1133371,1
1135743,1
1136280,1
1136860,1
1138049,1
1138264,1
1138771,1
1138894,1
1139079,1
1139090,1
1139100,5
1140049,19
1140098,4
1140146,1
1147132,1
1147191,2
1147657,6
1147707,1
1180390,1
1180392,1
1180393,2
1180511,1
1180562,1
1182388,10
1182389,1
1182420,1
1182454,2
1182516,1
1182523,3
1182525,5
1182549,2
1223564,1
1228925,1
1229176,1
1230610,2
1230635,12
1247604,2
1311198,1
1312468,1
1312484,4
1312498,12
1312658,1
1312741,1
1312887,7
1316742,8
1317219,1
1317285,1
1317394,4
