303764,2
303766,5
303931,8
304029,8
304039,1
304053,1
304063,1
304082,1
304097,3
304105,3
304108,25
304140,2
304149,1
304150,7
304173,1
304209,1
304325,1
304335,1
304343,5
304353,2
330319,4
331019,10
331020,19
331027,7
331037,7
331053,1
331056,15
331057,1
331083,3
331089,4
332013,1
332487,2
332491,1
332592,2
332595,2
332605,1
332685,1
332726,1
332736,1
332738,1
332754,2
332758,2
332784,1
332786,2
332789,1
332791,1
333030,1
333255,3
333257,1
333265,1
333304,1
333468,1
333480,1
333942,2
333945,1
333985,1
334226,1
334347,1
334365,1
334366,1
334440,1
334470,1
334484,1
335735,1
335743,1
335757,7
335775,7
336333,3
336344,1
336621,1
336801,1
337146,3
337147,1
337190,1
337206,2
337273,1
337286,1
337297,3
337395,1
337445,2
337448,1
337464,2
337483,4
337484,5
337485,2
337514,1
337515,1
337520,1
337532,1
337541,1
337585,1
337603,2
337683,2
337787,1
337793,1
337835,2
337953,1
337965,1
337979,2
338013,1
338056,1
338060,1
338063,1
338068,1
338071,3
338074,1
338085,1
338101,5
338123,3
338133,3
338144,9
338199,5
338202,2
338212,6
338213,1
338214,60
338215,29
338220,1
338224,1
338228,1
338229,10
338230,3
338231,1
338241,1
338244,31
338245,24
338247,5
338259,3
338262,4
338303,1
338312,1
338342,1
338442,1
338452,1
338453,1
338484,13
338492,1
338534,1
338535,5
338537,2
338565,1
338567,8
338579,2
339105,2
339988,4
340326,1
340366,1
340381,1
340386,1
340394,1
340395,1
340455,1
340456,1
340458,1
340459,2
340460,1
340597,2
343856,1
343858,1
343868,1
344201,5
344220,3
344418,1
344422,1
344429,3
344459,1
344461,2
344471,1
344578,1
344587,1
344645,1
344661,2
344663,1
344730,2
344890,1
344982,1
345121,2
345123,9
345192,2
345194,1
345227,1
345357,1
345377,2
345407,1
345414,1
345464,2
345528,1
345532,1
345547,5
345548,1
345550,1
345557,1
345560,1
345696,1
345779,1
345789,4
345820,2
345822,2
345825,2
345830,1
345836,5
345840,1
345919,1
345920,1
345952,3
345955,1
345963,2
345973,2
345995,1
346011,5
346012,2
346020,1
346027,1
346068,1
346346,1
346474,1
346481,4
346483,1
346491,2
346493,1
346498,1
346527,1
346529,2
346533,1
346534,1
346637,14
346645,4
346650,3
346660,1
346662,3
346692,2
346695,5
346709,1
346759,1
346766,1
347056,1
347255,1
347264,1
347595,1
347604,1
347916,1
348178,1
348182,3
348209,1
348211,1
348216,1
348224,1
348352,1
348399,1
348536,1
348544,2
348604,1
348645,4
348651,1
348730,4
348732,1
348734,2
348762,2
348765,1
348769,4
348773,1
348777,1
348779,1
348809,4
348812,3
348820,2
348822,2
348827,3
348835,1
348907,1
349025,2
349029,2
349033,6
349280,3
349282,7
349290,1
349297,5
349301,1
349305,4
349308,2
349332,1
349342,1
349348,1
349350,6
349352,1
349355,1
349470,4
349472,1
349480,2
349481,3
533665,12
540327,4
541143,1
542796,2
542798,2
542961,1
544171,2
544415,1
544421,1
544497,4
544614,1
544688,1
544745,2
545481,1
545693,1
568786,3
568812,1
568817,1
568857,3
568870,1
568883,1
568886,1
569764,1
570161,1
570499,8
570529,4
570535,1
570616,1
570620,2
570641,1
571069,1
571073,1
571712,1
571895,1
571979,4
573217,1
573229,1
573261,1
573268,6
573269,4
573270,3
573378,2
573381,2
573382,1
573383,4
573388,1
573394,1
573405,2
573407,1
573415,4
573417,3
573419,5
573534,1
573571,1
573650,1
573696,1
573758,2
573783,1
573879,1
574016,1
574088,1
574096,3
574136,1
574157,13
574158,2
574168,1
574172,3
574196,1
574205,2
574208,2
574210,1
574215,2
574241,3
574275,1
574296,2
574327,1
574374,1
574385,1
574414,1
574439,1
574442,3
574448,1
574479,2
574494,3
574519,1
574520,2
574525,1
574530,2
574544,2
574547,2
574556,1
574558,1
574574,2
574593,1
574600,4
574620,5
574630,1
574641,1
574828,5
574851,9
575015,1
575017,1
575021,1
575028,1
575495,1
575672,2
575696,1
576021,1
576113,1
576136,1
576194,2
576196,1
576202,1
576205,1
576209,1
576228,1
576236,1
576238,1
576243,1
576251,1
576354,2
576355,1
576361,4
576391,2
576392,2
576402,1
576540,1
576541,2
576547,1
576653,1
576677,3
576757,4
576777,1
576817,1
576904,1
576905,1
576909,1
576910,1
576931,1
576933,2
576934,1
576939,2
576962,2
576968,2
576969,2
576976,1
577219,1
577223,1
577228,1
577229,5
577286,6
577287,1
577288,6
577310,2
577323,1
578080,1
578383,1
578396,1
578492,1
578592,1
578773,1
579057,1
579089,1
579092,1
579094,1
579110,1
579235,1
579279,1
579300,1
579426,1
579496,1
579650,2
579730,1
579914,4
580067,1
580075,2
580090,3
580092,4
580144,1
580145,2
580422,1
580701,2
580702,13
580703,1
580712,5
580743,1
580744,2
580752,9
580755,4
580871,2
580873,4
580887,1
580913,1
580919,1
580927,1
580929,4
580963,8
581010,1
581106,2
581114,2
581131,2
581132,4
581134,1
581158,1
581179,1
581205,1
581219,1
581228,1
581229,1
581234,1
581235,1
581244,1
581245,2
581253,3
581261,6
581277,3
581279,1
581280,4
581286,1
581385,4
581387,1
581389,1
581425,7
581427,3
581431,1
581435,1
581436,1
581437,4
581441,2
581442,1
581477,3
581482,1
581488,4
581541,1
581553,1
581555,1
581567,1
581569,2
581611,11
581972,3
581973,1
581974,1
582091,4
582124,1
582125,2
582138,1
582143,2
582189,2
582240,1
582246,11
582266,1
582282,2
582293,2
582310,1
582333,1
582365,2
582375,1
582442,4
582484,1
582485,1
582503,1
582504,1
582508,3
582536,3
582538,1
582544,2
582630,1
582706,4
582717,4
582721,1
582765,2
582770,1
582810,1
582820,2
582821,1
582828,3
582868,1
582911,1
582913,3
582918,2
582920,1
582922,1
582924,1
582938,1
582945,2
582951,4
582960,1
582961,2
583027,1
583049,1
583053,2
583056,1
583075,1
583083,1
583094,1
583106,1
583107,1
583120,2
583122,1
583133,1
583136,1
583247,1
583339,1
583433,1
583441,1
583443,2
583472,1
583601,1
583611,6
583613,1
583643,1
583657,1
583757,4
583778,2
583782,1
583802,1
583803,1
583808,2
583810,3
583883,1
583895,1
583931,1
583934,2
584037,1
584039,3
584069,4
584076,1
584079,1
584119,3
584169,3
584283,1
584293,2
584329,1
584335,2
585020,1
585267,2
585717,1
585759,1
585808,1
585822,2
585862,1
585957,1
585995,1
585998,1
586014,3
586027,1
586461,2
586779,1
586855,1
586892,1
587047,1
587063,1
587073,1
587077,1
587078,1
587263,1
587282,1
588330,1
588357,11
588359,3
588367,1
588368,1
588380,1
588394,2
588402,2
588409,1
588441,1
588444,1
588610,2
588625,1
588673,1
588684,2
588685,1
588698,2
588704,1
588904,2
588936,4
588997,1
588998,1
589004,2
589062,1
589063,1
589064,1
589150,1
589152,1
589158,3
589191,1
590212,3
590393,1
590400,1
590494,4
590626,6
590631,1
590656,1
590807,1
590808,1
590871,1
590876,2
590877,1
590879,12
590886,1
590887,4
590888,2
590898,5
590899,1
590902,6
590923,4
590928,1
590929,6
590933,1
590992,3
591033,3
591036,1
591052,24
591053,2
591054,1
591090,2
591103,1
591110,4
591112,3
591120,3
591942,1
592006,1
592007,1
592631,2
592633,1
592657,3
592768,1
592886,2
592896,1
592911,2
592930,3
592990,1
593022,1
593053,9
593078,1
593080,2
593144,1
593174,1
593314,1
593323,1
593357,4
593365,1
593377,1
593386,4
593388,2
593495,1
593512,2
593691,1
594733,8
600231,3
600783,1
600790,1
600834,1
600942,1
600956,4
600987,1
601119,1
601122,1
601307,1
601439,1
601441,2
601478,1
601581,1
601622,1
601858,1
601962,1
602033,10
602220,1
602687,1
602688,2
603603,4
603925,1
604002,6
604012,1
606065,1
606074,3
606117,7
606881,1
606885,1
606923,1
607158,1
607170,1
809784,3
809993,1
813955,6
813976,1
814602,1
814614,1
815355,2
815586,2
815736,1
815744,1
815774,1
815786,10
815815,1
815822,3
815828,2
815858,1
815862,5
815864,2
815865,1
815913,1
815932,1
815934,5
815936,14
815949,2
816021,1
816023,4
816050,1
816052,4
816060,1
816109,1
816114,1
816125,2
816180,1
816183,1
816198,1
816210,1
816284,4
816288,3
816326,1
816329,6
816333,3
816341,2
816342,2
816344,4
816393,4
816400,1
816402,14
816405,2
816406,1
816407,1
816408,2
816411,12
816421,1
816432,5
816434,3
816437,8
816438,1
816442,1
816443,17
816445,74
816449,6
816453,11
816454,1
816557,2
816626,1
816884,3
816937,1
816952,3
816971,1
816973,3
817095,1
817137,3
817847,2
817850,1
817857,1
817859,2
817874,5
817876,1
817955,1
817965,2
817966,1
817990,2
817991,3
817993,2
817995,1
817998,1
818001,1
818003,1
818228,5
818240,6
818242,3
818270,1
818275,1
818276,4
818280,1
818286,1
818290,2
818292,1
818316,11
818331,1
818333,14
818337,2
818341,1
818342,15
818343,2
818344,2
818359,5
818374,3
818376,3
818377,11
818381,3
818385,13
818391,6
818421,4
818422,7
818423,1
818434,27
818440,1
818460,3
818462,2
818466,10
818470,1
818472,3
818474,1
818476,1
818480,2
818481,1
818482,5
818485,1
818486,13
818490,1
818491,1
818492,4
818495,1
818496,4
818497,2
818501,2
818502,2
818503,21
818504,4
818506,3
818507,2
818508,4
818509,4
818512,2
818513,4
818514,2
818516,3
818517,6
818518,6
818519,6
818955,8
818956,10
818957,4
818958,2
818962,5
818963,2
818965,2
818967,6
818971,5
818972,2
818973,11
818974,1
818976,28
818977,10
818978,16
818979,5
818981,10
818982,4
818983,1
818986,12
818987,13
818988,8
818989,3
818993,2
818997,3
818998,2
818999,6
819003,2
819008,4
819009,1
819010,2
819014,3
819016,1
819018,12
819019,11
819020,2
819021,1
819024,3
819026,3
819030,22
819031,9
819061,10
819121,30
819125,10
819127,12
819128,5
819141,1
819142,2
819143,1
819144,1
819146,7
819147,16
819148,8
819152,3
819156,7
819157,1
819159,2
819420,1
820995,2
822327,3
826402,1
826473,1
826534,2
829097,1
829168,1
